Campaign,Topic,Month,Year,Responses,Targets,Effectiveness
Coolsculpting,CoolSculpting,April,2016,23,9094,2.53
Coolsculpting Pt. 2,CoolSculpting,April,2016,14,6767,2.07
Coolsculpting Event Reminder,CoolSculpting,April,2016,1,513,1.95
New Stylist,New Stylist,April,2016,25,18418,1.36
15 minute Non-Surgical Facelift Event,Dermal Fillers,April,2016,5,4058,1.23
skin cancer awareness,Event,April,2016,0,31646,0
Mother's Day Specials,Ultherapy,April,2016,72,7718,9.33
Mother's day special(please create slogan),Botox,April,2016,15,6220,2.41
B12 Happy Hour,Nutritional Supplements,April,2016,5,3956,1.26
Bellafill,Bellafill,April,2016,7,12781,0.55
New York Medicaid Managed Care Organization email campaign,New York Medicaid Managed Care Organization email campaign,April,2016,0,33,0
April Birthday 2017,Birthday,April,2017,3,44,68.18
April birthday,Birthday,April,2017,1,51,19.61
Happy Birthday (April),Birthday,April,2017,3,210,14.29
april specials,Botox,April,2017,14,1912,7.32
Spring Open House,Event,April,2017,11,1781,6.18
April Specials,CoolSculpting,April,2017,69,12105,5.7
April Promotions,Other,April,2017,45,8289,5.43
April Birthday 2017,Birthday,April,2017,2,407,4.91
"Replenish, Recharge, Re-Energize with IV Nutrition...",IV Vitamin Therapy,April,2017,3,836,3.59
April Monthy & Weekly Specials,Dermal Fillers,April,2017,18,6044,2.98
April Medical Special,Laser Skin Resurfacing,April,2017,7,4221,1.66
Finance Membership - Budget Your Way to a Healthier You!,Dermal Fillers,April,2017,5,3114,1.61
Spa Promo (April),Other,April,2017,2,1343,1.49
Custom Body contour- Spring Forward,SculpSure,April,2017,4,3467,1.15
April Birthday 2017,Birthday,April,2017,0,87,0
Vampire Facelifts for Spring 2017,Vampire Facelifts,April,2017,88,559,157.42
Birthday April 2017,Birthday,April,2017,3,189,15.87
You are invited - Enhance your Beauty Spring Educational Event - 4/20/17 from 4-8 pm!!!,Event-RSVP,April,2017,48,3146,15.26
April Birthday Month,Birthday,April,2017,10,733,13.64
Myers' Cocktail,IV Vitamin Therapy,April,2017,6,468,12.82
April Special,Dermaplaning,April,2017,22,2005,10.97
PRP Hair Restoration - Men,PRP Hair Restoration,April,2017,3,279,10.75
LETS SAY NO TO WRINKLES,Botox,April,2017,4,387,10.34
April Specials,Micro-Needling,April,2017,25,2619,9.55
Exilis and Detox Infrared Body Wrap,Exilis Body Sculpting,April,2017,12,1441,8.33
SculpSure,Other,April,2017,13,1639,7.93
april special- detox/recharge/weightloss,Venus Body,April,2017,3,380,7.89
Juvederm,Juvederm,April,2017,58,8200,7.07
15% Off Birthday,Birthday,April,2017,2,304,6.58
April Special - App promotion,Other,April,2017,8,1316,6.08
CO2 Skin Resurfacing,Fraxel Fractional Laser,April,2017,8,1322,6.05
Botox/Dysport Special,Botox,April,2017,30,5196,5.77
April Birthday Offer,Birthday,April,2017,1,180,5.56
Sculptra,Sculptra,April,2017,8,1489,5.37
April Cosmetic Event!,Event,April,2017,8,1657,4.83
SkinPen,Micro-Needling,April,2017,3,623,4.82
April showers bring more than flowers,Dermal Fillers,April,2017,9,2000,4.5
April Specials & Events,Laser Hair Removal,April,2017,10,2246,4.45
Look on the Bright Side,Chemical Peel,April,2017,19,4304,4.41
SculpSure,SculpSure,April,2017,11,2555,4.31
PRP Hair Restoration - Women,PRP Hair Restoration,April,2017,12,2801,4.28
Birthday April,Birthday,April,2017,1,238,4.2
April is Cellulite Month,Cellulite Reduction,April,2017,13,3200,4.06
Kybella Double Chin Weighing You Down?,Kybella,April,2017,9,2240,4.02
"SkinPen, April, Products - Female",Other,April,2017,18,4595,3.92
massage,Event,April,2017,15,4029,3.72
Latisse - Shown Interest,Latisse,April,2017,25,7640,3.27
Step into Spring and let us Shower you w/ Savings,Other,April,2017,15,4680,3.21
April Promotions 2017,Other,April,2017,12,3872,3.1
Laser Hair Removal,Laser Hair Removal,April,2017,4,1341,2.98
Refresh Your skin,Chemical Peel,April,2017,2,688,2.91
Introducing Microneedling,Micro-Needling,April,2017,3,1070,2.8
20% OFF Laser Services V-Beam,Laser Vein Treatment,April,2017,8,2895,2.76
Birthday Special,Birthday,April,2017,2,763,2.62
April Ultherapy,Ultherapy,April,2017,16,6141,2.61
Slim Down for Spring and Save - V2,Medical Weight Loss,April,2017,5,2156,2.32
Hair Free (waxing or laser)-Buy 1 Get 1,Laser Hair Removal,April,2017,7,3093,2.26
20% OFF Spring Fling,Other,April,2017,3,1459,2.06
Body Sculpting,Vanquish Body,April,2017,45,23366,1.93
Mona Lisa Touch Procedure,Mona Lisa Touch,April,2017,14,7276,1.92
April Spa Special,Perm Makeup,April,2017,8,4214,1.9
Infini,RF Skin Tightening,April,2017,13,7038,1.85
"SkinPen, April, Products - Male",Other,April,2017,3,1671,1.8
April Promotions,CoolSculpting,April,2017,2,1132,1.77
Double Chin Treatment - April,CoolSculpting,April,2017,3,1728,1.74
Silhouette Face Lift,Other,April,2017,1,660,1.52
April Showers Bring May flowers,Microdermabrasion,April,2017,4,2819,1.42
New in Pittsburgh,BodyTite,April,2017,10,7128,1.4
Say Goodbye To Double Chin,Kybella,April,2017,3,2155,1.39
Monthly Specials for April 2017 at Sills Dermatology!,HydraFacial,April,2017,10,8405,1.19
Laser Hair Removal,Laser Hair Removal,April,2017,10,11658,0.86
Coolifting,Other,April,2017,5,6408,0.78
Breast Enhancement,Breast Enhancement,April,2017,3,4181,0.72
Rosacea Awareness Month,Other,April,2017,4,6804,0.59
Refresh Your Skin,IPL Therapy,April,2017,1,1806,0.55
Help aging skin look younger,Micro-Needling,April,2017,2,4575,0.44
"Shhh!! This April, No One Needs To Know But You.",ThermiVa,April,2017,1,2449,0.41
April Promotion Male,Other,April,2017,0,164,0
Laser Hair - Male,Laser Hair Removal,April,2017,0,553,0
Belotero,Dermal Fillers,April,2017,0,13055,0
Get Summertime Ready,IPL Therapy,April,2017,0,1166,0
Summer Ready,IPL Therapy,April,2017,0,1268,0
JAN MARINI SKIN CARE,Other,April,2017,0,1196,0
LHR men,Laser Hair Removal,April,2017,0,126,0
Botox/Dysport/Filler,Dermal Fillers,April,2017,96,1812,52.98
Text to gain Email,Event,April,2017,68,3863,17.6
April Specials Campaign,Exilis Body Sculpting,April,2017,84,5360,15.67
Fillers Due - April,Dermal Fillers,April,2017,2,139,14.39
Botox & Juvéderm Workshop,Juvederm,April,2017,29,2087,13.9
April Promotion,Other,April,2017,88,7389,11.91
April,Micro-Needling,April,2017,30,2612,11.49
Juvéderm,Juvederm,April,2017,20,1807,11.07
Botox Workshop,Botox,April,2017,28,3096,9.04
Ultherapy - April - 30+,Ultherapy,April,2017,7,970,7.22
Botox Bank,Botox,April,2017,15,2128,7.05
Tummy Tuck,Tummy Tuck,April,2017,7,1052,6.65
Summer Body VelaShape Special Mar 2017,VelaShape,April,2017,5,764,6.54
ULTHERAPY TREATMENT FOR FEMALES,Ultherapy,April,2017,12,1944,6.17
Gift w Purchase,Dermal Fillers,April,2017,20,3805,5.26
April Gynecomastia,Breast Reduction,April,2017,5,966,5.18
Fraxel - April 2017,Other,April,2017,8,1558,5.13
Memorial Day Savings,Other,April,2017,18,3523,5.11
The Newest Non Surgical Procedure for Lift Sagging,Other,April,2017,18,4097,4.39
CoolSculpting,CoolSculpting,April,2017,26,6163,4.22
ULTHERAPY TREATMENT,Ultherapy,April,2017,5,1253,3.99
Did you know that we can do this in our office?,Eyelid Surgery,April,2017,4,1021,3.92
Kybella Segmented,Kybella,April,2017,2,518,3.86
Ultherapy for the Neck,Ultherapy,April,2017,9,2354,3.82
BHT - April - Females,Bioidentical Hormone Replacement Therapy,April,2017,2,599,3.34
Breast Augmentation April 2017,Breast Enhancement,April,2017,22,6719,3.27
April Specials,Other,April,2017,19,5876,3.23
Brazilian Butt Lift 2017,Liposuction,April,2017,27,9070,2.98
hcg diet rollout,Medical Weight Loss,April,2017,16,5424,2.95
sculptra,Sculptra,April,2017,11,3839,2.87
Vanquish,Vanquish Body,April,2017,31,11691,2.65
Microneedling-Buy one get one 50% off,Micro-Needling,April,2017,16,6624,2.42
Tummy Tuck - Male,Tummy Tuck,April,2017,1,438,2.28
Sclerotherapy,Vein Treatments,April,2017,9,4178,2.15
April '17 CoolSculpting Special - Women,CoolSculpting,April,2017,12,5726,2.1
Stop Under Arm Sweating & Odor Permanently,miraDry,April,2017,6,2892,2.07
Breast Augmentation Package,Breast Enhancement,April,2017,5,2643,1.89
Ultherapy,Ultherapy,April,2017,4,2217,1.8
Body Contouring Special,Venus Body,April,2017,6,3495,1.72
Tighten Up this Spring,JuvaShape,April,2017,9,5320,1.69
Warriors at Ease,Bellafill,April,2017,4,2410,1.66
Introducting NovaThreads,Other,April,2017,3,2063,1.45
Big Savings on Kybella Series,Kybella,April,2017,5,3702,1.35
April Specials,Event,April,2017,2,1940,1.03
IPL + Microneedling - April,Other,April,2017,11,10934,1.01
2 CoolSculpting Treatments For $1200,CoolSculpting,April,2017,14,14317,0.98
Bellafill Event,Bellafill,April,2017,2,2791,0.72
No-Interest Financing - April,Mommy Makeover,April,2017,9,12649,0.71
Injectable,Botox,April,2017,9,13367,0.67
friendship month at Solea,Other,April,2017,2,3359,0.6
Men's Treatments,Laser Hair Removal,April,2017,5,9378,0.53
Breast & Body Special - Female,Breast Enhancement,April,2017,2,4071,0.49
ODOT Physicals,Other,April,2017,2,5381,0.37
Tattoo Removal,Tattoo Removal,April,2017,3,10940,0.27
Petals and Pearls Wedding Event Showcase,Event,April,2017,1,6762,0.15
BHT - April - Males,Bioidentical Hormone Replacement Therapy,April,2017,0,134,0
Skin Medica,Other,April,2017,0,5505,0
Rosacea Awareness,Other,April,2017,0,2732,0
Mona Lisa Touch,Mona Lisa Touch,April,2017,0,7549,0
Laser Hair Removal April 2017,Laser Hair Removal,April,2017,0,2394,0
Body Contouring Special - Male,RF Body Contouring,April,2017,0,1947,0
Dare to Bare,BodyTite,April,2017,16,532,30.08
5/13 Ft. Lauderdale Event,Event,April,2017,13,680,19.12
Botox Turns 15 years young/Peel off the signs of Aging,Botox,April,2017,54,2980,18.12
No Spider veins this summer,Sclerotherapy,April,2017,25,1718,14.55
60% off Laser Hair Removal,Laser Hair Removal,April,2017,13,1104,11.78
Birthday Celebrations -April,Birthday,April,2017,1,104,9.62
Radiesse,Dermal Fillers,April,2017,14,1815,7.71
sculpsure,SculpSure,April,2017,6,869,6.9
Jelly Bean Enzyme Facial!,Microdermabrasion,April,2017,86,12708,6.77
April - kybella male,Kybella,April,2017,6,952,6.3
ThermiVa and Silhouette InstaLift,ThermiVa,April,2017,48,8132,5.9
New Aesthetician & Skin Care Spring Specials,Other,April,2017,12,3842,3.12
Open House,Event,April,2017,9,3078,2.92
Forma Skin Tightening,Other,April,2017,4,1697,2.36
Injectables/Filler (April)~New/Replacement,Dermal Fillers,April,2017,3,1334,2.25
Infini / Filler event,Event,April,2017,15,6935,2.16
HTCA HORMONE PELLETS,Bioidentical Hormone Replacement Therapy,April,2017,13,6344,2.05
Breast Augmentation - April,Breast Enhancement,April,2017,6,2979,2.01
April Showers Bring May Flowers,Tummy Tuck,April,2017,4,2039,1.96
Spring SculpSure,SculpSure,April,2017,12,6234,1.92
April Specials,Breast Enhancement,April,2017,22,12227,1.8
APR 17 - diVa Save $500,Other,April,2017,7,4462,1.57
spring specials,Event,April,2017,6,4013,1.5
Rosacea Awareness Day at Dilworth Dermatology & Laser,Event,April,2017,10,7087,1.41
April Newsletter,Other,April,2017,3,2992,1
Hand Rejuvenation Event,IPL Therapy,April,2017,1,1090,0.92
Pack the 2-piece this year!,Other,April,2017,7,7630,0.92
Freshen Up Your Skin!,Chemical Peel,April,2017,4,4571,0.88
IV Nutrient Therapy,IV Vitamin Therapy,April,2017,5,5708,0.88
Refyne and Defyne,Dermal Fillers,April,2017,1,2279,0.44
April Birthdays,Birthday,April,2017,0,119,0
April Birthday,Birthday,April,2017,0,69,0
Botox Flash Sale,Botox,April,2017,0,3113,0
Coolsculpting April 2017,CoolSculpting,April,2017,0,1104,0
Turn back the hands of time with Fractional Laser,Fractional Laser,April,2017,31,643,48.21
Voluma segmented,Juvederm,April,2017,9,459,19.61
Half Off Laser Hair Removal,Laser Hair Removal,April,2017,14,1340,10.45
HydraFacial Special for spring,HydraFacial,April,2017,8,1018,7.86
April Specials,Other,April,2017,14,1847,7.58
April Birthday,Birthday,April,2017,3,471,6.37
PDO: Suture Workshop,Event,April,2017,19,3087,6.15
Dramatic results in a single session,Other,April,2017,12,2086,5.75
April 2017 - Exilis Elite Skin Tightening Treatments,Exilis Body Sculpting,April,2017,12,2287,5.25
NEW - Restylane Refyne and Defyne Fillers!!,Dermal Fillers,April,2017,15,2935,5.11
Look Your Best For Fiesta!,Dermal Fillers,April,2017,34,7171,4.74
Annual Tax Return Party!,Event,April,2017,14,2973,4.71
Easter Botox Special Event,Botox,April,2017,9,2030,4.43
Microneedling,Micro-Needling,April,2017,10,2271,4.4
Reveal Something Beautiful,Dermal Fillers,April,2017,12,3110,3.86
Botox AND Clear + Brilliant,Botox,April,2017,27,7304,3.7
BioTE Event,Bioidentical Hormone Replacement Therapy,April,2017,27,7366,3.67
Face Launches 4 New Cutting Edge Treatments,Other,April,2017,22,6048,3.64
Event April 13th,Event,April,2017,7,1952,3.59
Ultherapy,Ultherapy,April,2017,6,1764,3.4
April Specials - SculpSure and IPL / Resurfacing Bundle,IPL Therapy,April,2017,9,2705,3.33
Breast Aug Bundle - April - Female,Breast Enhancement,April,2017,10,3233,3.09
April campaign,VelaShape,April,2017,9,3348,2.69
Rosacea Awareness / IPL - Laser Genesis Offer,IPL Therapy,April,2017,11,4293,2.56
Complimentary Cosmetic Consultation,Facelift,April,2017,5,2114,2.37
Botox Day April 2017,Other,April,2017,19,8202,2.32
April - kybella woman,Kybella,April,2017,3,1422,2.11
"Reduce Wrinkles, Scars and Sun Damage with the ""Weekend Peel""",Other,April,2017,3,1720,1.74
April Specials - Pigment Reduction,Other,April,2017,7,4487,1.56
SPA WEEK $50 Specials. Limited Time and only 50 available,Event,April,2017,34,22453,1.51
Eyelid Surgery - 2 for 1,Eyelid Surgery,April,2017,3,2043,1.47
Text to gain Email,Other,April,2017,7,4839,1.45
New Birth Control Pill Study,Other,April,2017,3,2068,1.45
Share the fun with friends...,Microdermabrasion,April,2017,2,1454,1.38
"Buy Radiesse, get Free C Super Serum",Dermal Fillers,April,2017,3,2405,1.25
Cellutone Package,Cellulite Reduction,April,2017,2,2298,0.87
10% Off Neck Tightening Treatments,Kybella,April,2017,21,24339,0.86
Ultherapy-Women,Ultherapy,April,2017,2,2920,0.68
Game Changer - AZ,Changer - AZ,April,2017,5,8570,0.58
Save the Date!! Dermal Filler Event,Dermal Fillers,April,2017,1,1936,0.52
Spring Specials,Dermal Fillers,April,2017,1,1957,0.51
PicoSure,Tattoo Removal,April,2017,1,2394,0.42
Kybella,Kybella,April,2017,1,4556,0.22
IPL & Resurfacing Bundle - April,IPL Therapy,April,2017,0,2732,0
B-DAY PROMO,Event,April,2017,0,851,0
Botox April 2017,Botox,April,2017,8,498,16.06
April Birthday,Birthday,April,2017,3,242,12.4
Microneedling + Chemical Peel Package,Micro-Needling,April,2017,12,1223,9.81
A pound a day weightloss,Medical Weight Loss,April,2017,23,2772,8.3
NEW! Spring Products,Other,April,2017,8,1131,7.07
Ultherapy spring special,Ultherapy,April,2017,18,2952,6.1
Chemical Peel,Chemical Peel,April,2017,8,1419,5.64
Vein Screening,Vein Treatments,April,2017,15,2902,5.17
Follow us on instagram for free CoolSculpting,CoolSculpting,April,2017,8,1624,4.93
Spring Savings! April,Event,April,2017,95,26830,3.54
Huge News and Forever Savings less than 7 days away!,Event,April,2017,36,10305,3.49
"Laser Hair - Buy 4, Get 1",Laser Hair Removal,April,2017,5,1457,3.43
Calling All Surgery Models,Nose Surgery,April,2017,25,7300,3.42
CoolSculpting - Buy 4 Get 1 Free,CoolSculpting,April,2017,7,2067,3.39
Kybella,Kybella,April,2017,7,2418,2.89
Sculptra,Sculptra,April,2017,4,1426,2.81
New Filler Promotion,Dermal Fillers,April,2017,16,6899,2.32
Fraxel Open House Invite,Fraxel Fractional Laser,April,2017,13,5911,2.2
April '17 CoolSculpting Special - Men,CoolSculpting,April,2017,2,1042,1.92
Fat Free Monday Is Back!,SculpSure,April,2017,9,4901,1.84
CoolSculpting Educational Only,CoolSculpting,April,2017,1,581,1.72
Skinny Savings! SculpSure event pricing extended!,Other,April,2017,7,4324,1.62
Turn up the HEAT with Lasers,Laser Skin Resurfacing,April,2017,10,7623,1.31
BBL Spring Ready Skin,BBL Therapy,April,2017,14,10924,1.28
*TALK WITH TERRY TUESDAYS*,ThermiVa,April,2017,3,2517,1.19
Kybella Buy One; 2nd 50% Off,Kybella,April,2017,0,339,0
Facial Rejuvenation Day,Event,April,2017,3,877,3.42
Botox,Botox,April,2017,42,1127,37.27
Salsa 2,Other,April,2017,1,46,21.74
CoolSculpting Awareness,CoolSculpting,April,2017,14,1032,13.57
Radiesse Hands Promotion,Dermal Fillers,April,2017,6,488,12.3
A kiss of Sun,Event,April,2017,17,1414,12.02
spring campaign,Dermal Fillers,April,2017,20,2082,9.61
"CoolSculpt Event, Wednesday, April 19, 2017, 5:00 - 7:00 pm",CoolSculpting,April,2017,9,956,9.41
Botox Due - April,Botox,April,2017,2,222,9.01
Hydrafacial Event,Event,April,2017,17,1995,8.52
Dermaplaning,Dermaplaning,April,2017,22,3067,7.17
Targeted Fat Removal April 2017,CoolSculpting,April,2017,8,1487,5.38
Freshen Up for Spring,Other,April,2017,6,1169,5.13
Spring is in the Air! Welcome Stacey,Chemical Peel,April,2017,1,241,4.15
Join us for our Ultherapy Event!,Event,April,2017,15,3794,3.95
April 22 Event,,April,2017,5,1298,3.85
Facelift,Facelift,April,2017,6,1863,3.22
Voluma Special,Dermal Fillers,April,2017,5,1904,2.63
Prep Your Skin for the Summer,Vampire Facial,April,2017,28,11527,2.43
April 2017 - VI Peels,Chemical Peel,April,2017,6,2542,2.36
Sun's Out,Other,April,2017,24,10878,2.21
April Events,Event-RSVP,April,2017,8,6452,1.24
Laser Vein Treatment,Laser Vein Treatment,April,2017,2,2669,0.75
Kybella April 2017,Kybella,April,2017,2,3617,0.55
Pelleve - Spring,Pelleve,April,2017,1,2232,0.45
Beach Body Ready? VASERlipo may be the answer,Liposuction,April,2017,0,1345,0
Kissable Lips,Dermal Fillers,April,2017,0,1102,0
"""Its All About the Pout""",Dermal Fillers,April,2017,9,892,10.09
HRT Promotion,Bioidentical Hormone Replacement Therapy,April,2017,11,1209,9.1
Beach Body Ready...,Exilis Body Sculpting,April,2017,21,2434,8.63
Bank Your Next Treatment,Other,April,2017,21,3565,5.89
Weight loss Program,Medical Weight Loss,April,2017,2,344,5.81
Dermal FIllers,Dermal Fillers,April,2017,6,1184,5.07
Kybella Promo,Kybella,April,2017,7,1582,4.42
P-Shot,P-Shot,April,2017,2,501,3.99
Sculpting is fun with a friend,SculpSure,April,2017,12,3092,3.88
April Specials,Dermal Fillers,April,2017,28,7410,3.78
Spectra Laser Launch Party,Event-RSVP,April,2017,14,3876,3.61
Botox - $12/unit - April,Botox,April,2017,5,1447,3.46
April Specials and May Happenings,Massage,April,2017,39,13032,2.99
Microneedling,Micro-Needling,April,2017,32,11669,2.74
RapidLoss- HCG Weight Loss,Medical Weight Loss,April,2017,2,763,2.62
Derby Ready Open House featuring UltraShape Power,Event,April,2017,11,4978,2.21
Voluma,Dermal Fillers,April,2017,13,6360,2.04
What is new with Bali Physicans assised weight loss program,Medical Weight Loss,April,2017,2,1023,1.96
Mommy Makeover,Tummy Tuck,April,2017,3,1799,1.67
Take care of excessive sweat permanently,Other,April,2017,9,5600,1.61
Spring Specials,Dermal Fillers,April,2017,15,9789,1.53
Help Your Hair Bloom This Spring with Eclipse PRP Hair Restoration,Event,April,2017,36,24000,1.5
